# Manual word translations:

estaba	war
temperature	temperatur und temperatur
storm	sturm
storm	lagerung
storm	lager
tempest	sturm
tempest	tempest
tempest	temperament
tempest	temperatur
persistent	dauer
persistent	persistent
persistent	hartnäckig
persistent	beharrlichkeit
tenacious	zigeuner
tenacious	zähigkeit
tenacious	tenacious
tenaciously	zähigkeit
tenaciously	zaghaft
-ás	- ja
-ás	- a
-ás	- ay
-á	- a
-á	-a
fork	gabel
fork	gabeln
tenerse	haben
tenerse	habe
tenerse	werden
lieutenant	leutnant
lieutenant	leutnants
tempt	versuch
tempt	versuchung
tempt	temp
tempted	getempert
tempted	gemäßigt
tempted	temperiert
tempted	gehärtet
dye	farbstoff
dye	farbstoffe
dye	farbe
dye	färbemittel
terminate	du bist fertig
terminate	ich bin fertig
terminate	sie sind fertig
terminate	du bist erledigt
tenderness	zärtlichkeit
tenderness	ausschreibung
tenderness	bieter
tenderness	bürgschaft
stubbornness	stubborne
stubbornness	stubborat
stubbornness	stur
stubbornness	stubborn
obstinacy	hindernisse
obstinacy	behinderung
obstinacy	obstinität
obstinacy	obstinacy
earthly	anfang
earthly	früh
earthly	früher
terrestrial	land
terrestrial	bezeichnung
terrestrial	terrestrische
terso	terso
terso	ters
smooth	glatt
smooth	glatte
smooth	rauch
polished	poliert
polished	pulver
testimony	zeugnis
testimony	aussagen
testimony	aussage
testimony	nachweis
complexion	komplex
complexion	komplexität
tepid	tepid
tepid	tepis
weather	wetter
main-land	festland
main-land	hauptland
uncle	onkel
timidly	schüchtern
timidly	schimid
tint	zink
tint	zinn
tint	tinte
tint	tink
ink-stand	tintenständer
ink-stand	tintenstand
ink-stand	farbstand
ink-stand	tinte stand
ink	tinte
ink	farbe
ink	tintenfisch
ink	tinten
aunt	tante
aunt	unten
aunt	nicht
applied	anwendungsbereich
applied	anwendung
applied	angewandt
applied	angewandte
pronounced	ausgeprägt
pronounced	stark ausgeprägt
pronounced	stark
pronounced	ausgesprochen
tió	und
tió	ed
tió	t
tió	gen
tyrant	tyrann
tyrant	tyrannen
tyrant	tyrant
hood	kapuze
hood	haube
hood	blut
toll	mautgebühren
toll	mautgebühr
toll	maut
toll	mautstelle
bacon	speck
bacon	bacon
bacon	bohnen
bacon	speckstein
withal	haspel
withal	hafer
withal	hain
altogether	insgesamt
altogether	altether
altogether	altöl
toledan	Toledan
toledan	Toledon
toledan	Toledo
west-gothic	Westgothisch
west-gothic	Westgothikum
west-gothic	Westgothic
west-gothic	Westgot
superseded	superseide
superseded	supersed
superseded	superseat
superseded	superseed
indulgence	indulganz
indulgence	lenizid
indulgence	indulgence
indulgence	indulgation
toleration	toleranz
toleration	toleranzen
toleration	toleranz:
indulgent	indulgent
indulgent	indulgen
indulgent	indulgenz
tolerant	tolerant
thomas	Thomas
thomas	Thomas..
tomato	tomate
tomato	tomat
tomato	tomaten
silly	dummheit
silly	dummkopf
silly	silbe
silly	albern
foolishness	laubheit
foolishness	blatt
foolishness	phasasan
foolishness	fololishing
dapple-gray	dapple-gray
dapple-gray	dapple-grau
torment	folter
torment	tortur
torture	folter
torture	folter und folter
torture	folterung
torture	folter:
bull	bulle
bull	bullen
bull	b
bull	bull
bullfights	bullfights
bullfights	stierkämpfe
bullfights	stierkampf
tower	turm
tower	leistung
tower	turmalin
towers	Türme
towers	Turm
towers	Türmen
towers	Turme
totally	insgesamt
totally	gesamt
working	arbeiten
working	arbeit
legend	legende
legend	legenden
legend	legende:
trade	handel
trade	handelsbilanz
trade	handelsverkehr
trade	handelsbeziehungen
traffic	verkehr
traffic	handel
traffic	verkehrsaufkommen
tragic	
tragic	tragisch
tragic	tragische
draught	dürre
draught	trockenheit
draught	dürren
draught	trockenmasse
trap	fall
trap	rap
trap	fanggerät
calmly	beruhige dich
calmly	ruhig
calmly	ruhe
calmness	ruhe
calmness	stille
tranquillity	ruhe
tranquillity	ruhig
pacify	befriedigung
pacify	frieden
pacify	pacify
pacify	schlacken
tranquilize	beruhige dich
tranquilize	entspann dich
tranquilize	ruhe
tranquil	ganz ruhig
tranquil	ruhig
tranquil	einfach
transparent	transparent
transparent	transparent und transparent
transparent	transparent, transparent
ragpicker	rind
ragpicker	wo ist er
ragpicker	ricinus
hind	hind
hind	hinten
hind	hinweis
hind	hingerichtet
transplant	transplantat
transplant	transplantation
transplant	transplantate
tratarse	behandelt
tratarse	behandlung
tratarse	behandelt werden
relations	beziehungen
relations	zusammenarbeit
mischievous	elchiev
mischievous	spitzchiev
mischievous	elchievia
mischievous	mischiev
thirty	30
thirty	dreißig
awful	schrecklich
awful	awful
train	zug
train	zugmaschine
train	zugmaschinen
train	zugfahrzeug
tress	stress
tress	tess
tress	belastung
braid	flechtstoffe
braid	geflecht
braid	flechtmittel
braid	geflechte
grain	getreide
grain	korn
grain	körner
grain	getreidekörner
trill	trill
trill	triller
trill	triangel
trill	trimm
warble	warble
warble	warze
warble	warbble
sadness	traurigkeit
sadness	trauer
tristísimo	sehr traurig
tristísimo	traurig
tristísimo	sad
triumph	triumph
triumph	triumphieren
trumpet	trompete
trumpet	trompeten
trumpet	trumpet
trumpeter	trompete
trumpeter	trompeten
trumpeter	trumpeter
bugler	fehler
bugler	fehlerbehebung
bugler	becher
trompetear	throat
trompetear	thrompeto
trompetear	threw
trompetear	wasser
trumpet-call	trumpet-call
trumpet-call	trumpet- call
trumpet-call	trompeten-kall
trumpet-call	trumpet-ruf
tronchar	gewinde
tronchar	einfädeln
tronchar	gewindebolzen
tumultuously	tumultuös
tumultuously	tumultus
tumultuously	tumultuos
stumble	stumpf
stumble	stumm
stumble	stumpfe
stumbled	stumbled
stumbled	stolpert
stumbled	stumbleed
stumbled	stumble
trout	tout
trout	forellen
trout	forelle
trout	forst
thy	du
thy	dein
thy	deine
thou	du
thou	hou
thou	zhou
tomb	grab
tomb	graben
tomb	gräber
tombac-ring	grabac-ring
tombac-ring	tomac-ring
tombac-ring	grabenring
alloy	legierung
alloy	legierungen
breaking	bruch
breaking	brechen
wearer	träger
wearer	verschleiß
wearer	tragemittel
wearer	tragegurt
rocking	gestein
rocking	steine
rocking	rocken
rocking	roggen
turban	turban
tumultuous	tumultuous
tumultuous	tumultan
tumultuous	tumultual
turbulent	turbulenzen
turbulent	turbulent
tourist	touristen
tourist	tourismus
tourist	touristische
familiarly	vertraut
familiarly	bekanntlich
familiarly	vertraut sind
thine	dünn
thine	dünne
thine	dünner
ulysses	Ulysses
ulysses	Ulyssen
ulysses	Ulysse
lately	in letzter zeit
lately	spät
lately	latin
threshold	schwellenwert
threshold	schwelle
threshold	schwellen
threshold	grenzwert
unanimous	einstimmig
unanimous	einstimmig angenommen
unanimous	einstimmig verabschiedet
uniform	gleichmäßig
uniform	gleichmäßige
unite	einheit
unite	vereinigt
connect	verbindung
connect	verbinden
connect	anschluss
connect	verbindungsleitung
universe	einheit
universe	einheiten
universe	unverbindlich
-na	- nein
-na	- na
-na	-na
fold	faltschachtel
fold	falten
fold	faltung
fold	faltschachteln
usury	usury
usury	usur
usury	sauer
usury	saure
utilize	verwendung
utilize	anwendung
utilize	nutzung
utilize	anwendungsbereich
vv	Vv
vv	VV
vv	V v
vv	V
cow	kuh
cow	kühe
cow	kuhmilch
cow	rinder
beef	rindfleisch
beef	rinder
beef	fleisch
vacillate	leer
vacillate	entspann dich
vacillate	entspann dich einfach
vacillate	entspannen sie sich
vaguely	vage
vaguely	vagen
vague	vage
vague	völlig
table-ware	tablette
table-ware	geschirr
table-ware	tischware
table-ware	tisch-ware
valdré	mir geht's gut
valdré	mir geht es gut
valdré	ich werde es wert sein
valdré	ich komme schon klar
225	225
225	ANHANG
225	Artikel 225
valorous	wert
valorous	werte
valorous	wertvoll
valorous	wertvoller wert
valley	tal
valley	talfahrt
valga	valga
valga	vinga
vales	gutscheine
vales	valen
vales	gutschein
valiant	valiant
valiant	baldrian
valiant	wert
valsar	valsar
valsar	wert
waltz	walzer
waltz	waltz
vanguard	vangard
vanguard	avantgarde
vanity	eitelkeit
vanity	vanity
vanity	eizellen
steam	wasserdampf
steam	dampf
steam	team
steam	dampfkessel
steamboat	dampfschiff
steamboat	dampfboot
steamboat	steamboat
cowboy-stirrup	cowboy-stirrup
cowboy-stirrup	cowboy-träger
cowboy-stirrup	cowboy-geirr
cowboy-stirrup	cowboy-rup
various	verschiedene
various	verschiedenen
various	mehrere
neighbor	nachbar
neighbor	nachbarn
neighbor	nachbarländer
resident	gebiet
resident	einwohner
resident	wohnsitz
resident	mitglied
vehemence	veheme
vehemence	vehemen
vehemence	vehemenz
vehementísimo	fahrzeug
vehementísimo	fahrzeuge
vehementísimo	fahrzeugtyp
vehementísimo	fahrzeugen
vehement	fahrzeug
vehement	fahrzeuge
vehement	fahrzeugtyp
twenty-five	25
twenty-five	25 jahre
candle	kerze
candle	kerker
candle	kerosin
veil	schleier
veil	schleimhaut
veil	venetien
veil	venen
sea-wind	seewind
sea-wind	meerwind
seller	verkäufer
seller	verkauf
vendré	ich komme
vendré	ich komm
vendrás	du kommst
vendrás	du wirst kommen
vendrás	sie kommen
poisonous	giftig
poisonous	giftstoffe
venerate	venerat
venerate	venetien
venerate	venerate
ventorro	windschutzscheibe
ventorro	fenster
ventorro	kolben
ventorro	schaufenster
wineshop	weinbau
wineshop	weingut
wineshop	wein und wein
wineshop	weinladen
bigbellied	bigbelled
bigbellied	bigbelle
bigbellied	bigbellied
bigbellied	bigbelles
veras	siehst du
veras	sehen sie
veras	du wirst sehen
executioner	hinrichtung
executioner	ausführung
market-man	marketing
market-man	vermarktung
market-man	werbung
market-man	marktmann
-woman	- frau
-woman	- mann
green-grocer	grün
green-grocer	grüngrün
greenness	grüne
greenness	grün
verdure	gemüse
verdure	verdura
verdure	gemüse und gemüse
verdure	verdur
enclosed	eingeschlossen
enclosed	umgeben
enclosed	umgeben von
path	pfad
path	weg
path	wegfall
path	wegstrecke
trail	wegweiser
trail	wegbeschreibung
trail	pfad
unpaved	unbezahlt
unpaved	ungestrichen
unpaved	nicht bestrichen
unpaved	nicht gestrichen
shame	liebe
shame	schade
ashamed	schämen
ashamed	schämt
ashamed	schäme dich
ashamed	beschämt
truthful	wahrhaftig
truthful	wahrheit
truthful	wahrheitsgemäß
grating	gewährung
grating	geben
grating	bereitstellung
grating	belohnung
versecillo	gemüse
versecillo	versecillo
versecillo	gemüse und gemüse
verses	verse
verses	verben
verses	versen
dizzy	schwindel
dizzy	schwinde
dizzy	schwindlig
dizzy	schwindelig
dizziness	schwindel
dizziness	schwindigkeit
dizziness	schwinde
vertigo	tigo
vertigo	verrückt
vertigo	verdächtige
vertigo	du
dress	kleid
dress	kleid aus baumwolle
dress	kleid mit spitze
twice	zweimal
viste	du hast gesehen
viste	du hast es gesehen
viste	sie haben gesehen
viajerillo	reise
viajerillo	reisen
viajerillo	reiseroute
viajerillo	reisekosten
vibrate	vibrat
vibrate	vibrieren
vibrate	vitrat
vincent	Vincent
victim	opfer
victim	opfer des opfers
victim	opfer des todes
friday	Freitag
keeper	halter
keeper	♪
keeper	haltemittel
vigilance	überwachung
vigilance	wachsamkeit
granted	beihilfe
granted	erteilt
granted	gewährt
boor	bor
boor	boje
boor	boom
boor	boor
bondman	bondman
bondman	bonding
bondman	bonde
violence	gewalt
violence	gewalttaten
violence	verletzung
violent	gewalt
violent	raps
violent	gewalttaten
violent	gewalt und gewalt
violet	violett
violet	veilchen
virile	virile
virile	viril
manly	mangan
manly	mann
manly	manipuliert
manly	mango
eve	eve
eve	ebe
animation	förderung
animation	animation
animation	animationen
vivacity	leben
vivacity	leben im leben
vivacity	leben und leben
liveliness	leber
liveliness	livelines
liveliness	lebenlosigkeit
liveliness	lebenslosigkeit
vivid	vid
vivid	lebt
vivid	lebte
vivid	gelebt
hurrah	hurra
hurrah	hurrah
hurrah	hürra
quick	schnell
volandas	flansche
volandas	flandern
volandas	floss
volandas	flanschen
flying	fliegen
flying	fliegend
volarse	fliegen
volarse	fly
voluntary	freiwillig
voluntary	freiwillige
voluntary	freiwilligen
greedy	gierig
greedy	greedy
voracious	vorakzeptabel
voracious	voracious
flight	flug
flight	flugplan
flight	flüge
flight	flugplatz
mare	mare
mare	marmelade
mare	stute
yendo	los
yendo	geh
yendo	gehen
yerto	yerto
yerto	ierto
rigid	starr
rigid	starre
rigid	starr, starr
hovel	çel
hovel	schaufel
hovel	cel
hovel	mahel
zancón	zanchon
zancón	zancon
zancón	zancho
zancón	zink
long-legged	langbein
long-legged	langbeinig
long-legged	langarm
zapateta	zapateta
zapateta	zapate
zapateta	zapatet
à	
à	à la carte
à	)
à	a
paws	pfoten
paws	zahlungen
paws	gewinne
jokingly	witzig
jokingly	joker
jokingly	joggen
editorship	Editorial
editorship	Redaktion
editorship	Veröffentlichungen
editorship	Bearbeitung
ford	Ford
preparation	zubereitung
preparation	herstellung
preparation	zubereitungsart
ruiz	Ruiz
caroline	Caroline
caroline	Caroline..
bourland	Bourgeois
bourland	Österreich
bourland	Bourland
bourland	Bourget
smith	Smith
ayala	Ayala
espinosa	Spinosa
espinosa	Espinosa
espinosa	Spinose
stanford	Stanford
stanford	Stanford..
zalamea	Gerste
zalamea	Zalama
zalamea	Zalame
adelbert	Adelbert
cervantes	Cervantes
cervantes	Cervants
cervantes	Cervantien
rennert	Rennert
rennert	Rannert
rennert	Renner
coja	Kuh
coja	Kühe
coja	Coja
coja	Husten
geddes	Geddes
geddes	Gedets
geddes	Gedosse
geddes	Geden
jr	Jr
jr	- Jr
jr	Ja
jr	J
morley's	Morleys
morley's	Morley's
morley's	Morley
hispanic	Hispanic
hispanic	Hispanisch
hispanic	Hepanisch
ibáñez	Ibáñez
ibáñez	Ibanez
blasco	Weiß
blasco	Weißwein
blasco	Weißes Weiß
blasco	Blash
keniston	Keniston
keniston	Kenistonen
keniston	Kenistons
keniston	Feniston
lope	Loks
lope	Lok
lope	Kredit
lope	Loyalität
milton	Milton
milton	Milton..
buchanan	Buchanan
buchanan	Buchanat
bernard	Bernard
franzen-swedelius	Franzen-Swedelius
franzen-swedelius	Franzen-Sweetelius
mcmaster	Mcmaster
mcmaster	McMaster
madison	Madison
stathers	Staaten
stathers	Mitgliedstaaten
stathers	Frauen
northup	Northup
northup	Nord
northup	Nordup
ballads	Kugelschreiber
ballads	Kugeln
ballads	Balladen
prohemio	Proheme
prohemio	Prohem
prohemio	Prohemien
prohemio	Prohemen
marques	Marques
marques	Zeichen
marques	Markierungen
marques	Mark
santillana	Santillana
santillana	Santillan
critical	kritisch
critical	kritische
critical	kritischer
critical	kritischen
italy	Italien
italy	Frankreich
italy	Deutschland
italy	Griechenland
france	Frankreich
france	Italien
lang	Lang
lang	Langlauf
lang	Langsam
yale	Yale
yale	Ja
selgas	Selgas
selgas	Dichtungen
selgas	Jungtiere
selgas	Salgas
kenyon	Kenyon
one-act	Ein Akt
one-act	Eine Handlung
w	W
morrison	Morrison
morrison	- Morrison
gill	Gill
publishers	Verlag
publishers	Veröffentlichungen
publishers	Verlage
publishers	Verleger
grammars	Grammatik
grammars	Grammatiker
grammars	Grammatiken
grammars	Grammaren
books	Bücher
books	Buch
books	Buchführung
crawford's	Crawfords
crawford's	Crawford's
crawford's	Crawford
wickersham	Wickersham
wickersham	Wickerham
crawford	Crawford
crawford	Crawford..
16mo	16 mo
16mo	16 m
lessons	unterricht
lessons	unterrichtsstunden
lessons	lektionen
lessons	unterricht und unterricht
review	überprüfung
review	bewertung
review	prüfung
based	basierend auf
based	basis
based	basiert auf
text	text
text	text:
text	text und text
text	texttext
offers	angebote
offers	angebot
practice	praxis
practice	verfahren
practice	praxisbeispiel
practice	praxispraxis
idiomatic	diomatic
idiomatic	diomatisch
idiomatic	diomatik
idiomatic	idiomatisch
everyday	jeden tag
everyday	jeder tag
everyday	tag
harrison's	Harrison
harrison's	Harrisons
harrison	Harrison
viii	viii
viii	ii)
157	157
157	KAPITEL 7
12mo	12 m
12mo	12 mo
12mo	12mo
00	ANHANG
00	00
00	KAPITEL
olmsted	Olmsted
olmsted	Olmt
olmsted	Öl
gordon's	Gordons
gordon's	Gordon's
colleges	Kollegen
colleges	Hochschulen
colleges	Kolligen
colleges	Colleges
arthur	Arthur
arthur	- Arthur
gordon	Gordon
gordon	Gordon..
cornell	Cornell
519	519
519	5.19
combines	Kombinationen
combines	Kombinieren
combines	Kombiniert
systematic	systematik
systematic	systematische
systematic	systematisch
treatment	behandlung
treatment	behandlungen
treatment	behandlung von
treatment	behandlung der behandlung
drill	bohrloch
drill	bohrlöcher
drill	bohrwerkzeuge
drill	bohrlochbohrer
358	358
358	Artikel 358
ramsey's	Ramseys
ramsey's	Ramsey's
ramsey's	Ramsey
ramsey	Ramsey
ramsey	Ramsey..
leland	Leland
leland	Deutschland
leland	Lemberg
junior	Junior
610	610
610	ANHANG
text-book	Textbuch
text-book	Lehrbuch
653	ANHANG
653	653
653	65
warshaw's	Warshaw's
warshaw's	Warshaws
warshaw's	Warshaw
spanish-american	Spanisch-Amerikanisch
spanish-american	Spanisch-Amerikaner
spanish-american	Spanisch-amerikanisch
spanish-american	Spanisch- Amerikanisch
warshaw	Warshaw
warshaw	Warschaw
warshaw	Warscha
associate	Mitarbeiter
associate	Partner
associate	Partnerländer
associate	Associates
missouri	Missouri
missouri	Fräulein
vii	vii
vii	vii)
vii	vien
vii	vie
156	156
156	153
deals	angebote
deals	mittel
deals	handel
deals	pauschalreisen
includes	einschließlich
includes	mit
includes	einschließlich der
tells	sagt
progress	fortschritte
progress	fortschritt
latin-american	Lateinamerika
latin-american	Lateinamerikanische
latin-american	Lateinamerikanisch
cities	städte
cities	städte in
emphasizes	betont
emphasizes	unterstreicht
paraphrases	paraphrasen
paraphrases	parphrasen
updated	Aktualisierung
updated	Aktualisiert
updated	Update
updated	Aktualisierungen
editions	ausgaben
editions	veröffentlichungen
editions	ausgabe
editions	publikationen
previous	vorherige
previous	zurück
previous	vorheriger
previous	vorherige angaben
renamed	umbenannt
renamed	umbenennung
renamed	name
creating	Erstellen
creating	Erstellung
creating	Kreieren
creating	Erschaffung
protected	geschützt
protected	geschützt und geschützt
owns	eigentümer
owns	besitztümer
owns	eigens
owns	eigene
royalties	lizenzgebühren
royalties	lizenzen
royalties	könige
special	Sonderangebot
special	Spezial
special	Besonderes
special	Spezialisierte
copying	kopieren
copying	kopie
copying	kopien
distributing	verteilung
distributing	verbreitung
electronic	elektronik
